OBJECTID,ID,SECCLASS,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,WEBSITE,GNIS_ID,SOURCE,FAC_TYPE,TOT_STAFF,TOT_RES,BEDS,EXC_BEDS,OWNERSHIP,MEDICAIDID,MEDICAREID,STATELICID,SUPFACTYPE
816,11597703,UNCLASSIFIED,ALDERSGATE UNITED METHODIST RETIREMENT COMMUNITY INCORPORATED - CUTHBERTSON VILLAGE,704-532-5225,3800 SHAMROCK DRIVE, ,CHARLOTTE,NC,28215,3220,MECKLENBURG,37119, , , , ,1262131200000,ALT REF,1263340800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,28226352,-80.7690477,35.2315052,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.ALDERSGATECCRC.COM/WELCOME.HTML, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,45,0, , , ,HAL-060-059,ADULT CARE HOME
817,11597710,UNCLASSIFIED,ALDERSGATE UNITED METHODIST RETIREMENT COMMUNITY INCORPORATED - PARKER TERRACE,704-532-5225,3800 SHAMROCK DRIVE, ,CHARLOTTE,NC,28215,3220,MECKLENBURG,37119, , , , ,1262131200000,ALT REF,1263340800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,28226352,-80.7690503,35.231507,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.ALDERSGATECCRC.COM/WELCOME.HTML, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,53,0, , , ,HAL-060-054,ADULT CARE HOME
818,11559064,UNCLASSIFIED,CYPRESS GLEN RETIREMENT COMMUNITY - SKILLED NURSING CENTER,252-830-0036,100 HICKORY STREET, ,GREENVILLE,NC,27858,1674,PITT,37147, , , , ,1262217600000,ALT REF,1262217600000,MANUAL,623110,NURSING HOMES,102556387,-77.3475391,35.61107,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.CYPRESSGLENRETIREMENTCOMMUNITY.COM/,2505789,TECHNIGRAPHICS,NURSING FACILITIES,0,0,60,0, , , ,NH0473,NURSING HOME
819,11597791,UNCLASSIFIED,OAK HAVEN SENIOR VILLAGE,252-752-9210,506 MATTOX ROAD, ,GREENVILLE,NC,27834,9107,PITT,37147, , , , ,1262217600000,ALT REF,1262217600000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,125350815,-77.4135074,35.6204864,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,54,0, , , ,HAL-074-036,ADULT CARE HOME
820,11559071,UNCLASSIFIED,WILLOWBROOKE COURT SKILLED CARE CENTER AT TRYON ESTATES,828-894-5500,619 LAUREL LAKE DRIVE, ,COLUMBUS,NC,28722,7451,POLK,37149, , , , ,1262563200000,ALT REF,1262563200000,MANUAL,623110,NURSING HOMES,778370119,-82.2009575,35.2337758,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.ACTSRETIREMENT.COM/COM-NC-TE.ASP, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,96,0, , , ,NH0559,NURSING HOME
821,11597830,UNCLASSIFIED,HARRIS ENTERPRISES OF NORTH CAROLINA DOING BUSINESS AS DEAL CARE INN,704-857-2817,1075 DEAL ROAD, ,MOORESVILLE,NC,28115,6719,ROWAN,37159, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,769257521,-80.6918808,35.557068,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,21,0, , , ,HAL-080-023,ADULT CARE HOME
822,11597340,UNCLASSIFIED,COUNTRY MANOR,336-498-2353,2061 MILLBORO ROAD, ,FRANKLINVILLE,NC,27248,8219,RANDOLPH,37151, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102415996,-79.7648697,35.8039992,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,9,0, , , ,HAL-076-002,ADULT CARE HOME
823,11559091,UNCLASSIFIED,BRIGHTMOOR NURSING CENTER,704-633-2781,610 WEST FISHER STREET, ,SALISBURY,NC,28144,4116,ROWAN,37159, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623110,NURSING HOMES,102554436,-80.4761922,35.6717472,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://BRIGHTMOOR.COM/, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,101,0, , , ,NH0050,NURSING HOME
824,11559059,UNCLASSIFIED,HUNTINGTON HEALTH CARE AND REHABILITATION,910-259-6007,311 SOUTH CAMPBELL STREET, ,BURGAW,NC,28425,5011,PENDER,37141, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623110,NURSING HOMES,102755158,-77.9210412,34.548815,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.HUNTINGTONHC.COM/,2505800,TECHNIGRAPHICS,NURSING FACILITIES,0,0,121,0, , , ,NH0461,NURSING HOME
825,11597811,UNCLASSIFIED,GREYSTONE MANOR,910-843-3333,1301 EAST 4TH AVENUE, ,RED SPRINGS,NC,28377,1661,ROBESON,37155, , , , ,1262217600000,ALT REF,1262217600000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102421034,-79.1561733,34.7944473,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,81,0, , , ,HAL-078-040,ADULT CARE HOME
826,11559085,UNCLASSIFIED,BRIAN CENTER HEALTH AND REHABILITATION - EDEN,336-623-1750,226 NORTH OAKLAND AVENUE, ,EDEN,NC,27288,3040,ROCKINGHAM,37157, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623110,NURSING HOMES,102386920,-79.7790536,36.5084506,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,112,0, , , ,NH0361,NURSING HOME
827,11597761,UNCLASSIFIED,PINE FOREST REST HOME,252-587-1341,3277 NC HIGHWAY 35, ,WOODLAND,NC,27897,9686,NORTHAMPTON,37131, , , , ,1262217600000,ALT REF,1262563200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,108631963,-77.2404425,36.3648468,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,24,0, , , ,HAL-066-001,ADULT CARE HOME
828,11597693,UNCLASSIFIED,LAKE JAMES LODGE ASSISTED LIVING,828-652-3038,73 LAKEVIEW DRIVE NORTH, ,MARION,NC,28752,8896,MCDOWELL,37111, , , , ,1262908800000,PHONE,1262736000000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102901988,-81.9893525,35.7330243,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,60,0,PRIVATE, , ,HAL-059-008,ADULT CARE HOME
829,11597720,UNCLASSIFIED,WILORA LAKE LODGE,704-537-8848,6053 WILORA LAKE ROAD, ,CHARLOTTE,NC,28212,2833,MECKLENBURG,37119, , , , ,1262217600000,ALT REF,1262217600000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,28181840,-80.7457473,35.2101874,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.BROOKDALELIVING.COM/WILORA-LAKE-LODGE.ASPX, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,50,0, , , ,HAL-060-060,ADULT CARE HOME
830,11597711,UNCLASSIFIED,SENIOR MEMORY CARE LIMITED LIABILITY COMPANY,704-895-3645,4920 HARRIS WOODS BOULEVARD, ,CHARLOTTE,NC,28269,0486,MECKLENBURG,37119, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,116007106,-80.8138292,35.3371965,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,20,0, , , ,HAL-060-067,ADULT CARE HOME
831,11559029,UNCLASSIFIED,WILORA LAKE HEALTHCARE CENTER,704-563-2922,6001 WILORA LAKE ROAD, ,CHARLOTTE,NC,28212,2833,MECKLENBURG,37119, , , , ,1262217600000,ALT REF,1262217600000,MANUAL,623110,NURSING HOMES,28181840,-80.7440587,35.2107982,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.WILORALAKE.COM/INDEX.HTM, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,90,0, , , ,NH0572,NURSING HOME
832,11559017,UNCLASSIFIED,MECKLENBURG HEALTH CARE CENTER,704-583-0430,2415 SANDY PORTER ROAD, ,CHARLOTTE,NC,28273,3695,MECKLENBURG,37119, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623110,NURSING HOMES,116009643,-80.9414721,35.1358223,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,100,0, , , ,NH0570,NURSING HOME
833,11559007,UNCLASSIFIED,AVANTE AT CHARLOTTE,704-364-8363,4801 RANDOLPH ROAD, ,CHARLOTTE,NC,28211,2921,MECKLENBURG,37119, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623110,NURSING HOMES,28248530,-80.7960717,35.1718832,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.AVANTEGROUP.COM/LOCATION_DET.PHP?LOC_ID=7&H_ID=1, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,100,0, , , ,NH0267,NURSING HOME
834,11559014,UNCLASSIFIED,HUNTER WOODS NURSING AND REHABILITATION CENTER,704-598-5136,620 TOM HUNTER ROAD, ,CHARLOTTE,NC,28213,5511,MECKLENBURG,37119, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623110,NURSING HOMES,28215627,-80.7743479,35.2805621,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.HUNTERWOODSNURSING.COM/INDEX.HTM, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,130,0, , , ,NH0503,NURSING HOME
835,11559032,UNCLASSIFIED,KINGSWOOD NURSING CENTER,910-944-8999,915 PEE DEE ROAD, ,ABERDEEN,NC,28315,3817,MOORE,37125, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623110,NURSING HOMES,116043394,-79.413746,35.1208986,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.STERLING-HEALTH.COM/KINGSWOOD.PHP, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES)|NURSING FACILITIES,0,0,100,0, , , ,NH0597,NURSING HOME
836,11597707,UNCLASSIFIED,LAWYERS GLEN ASSISTED LIVING CENTER,704-545-9555,10830 LAWYERS GLEN DRIVE, ,CHARLOTTE,NC,28227,0273,MECKLENBURG,37119, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,127863058,-80.6641039,35.1763473,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.LAWYERSGLENASSISTEDLIVINGCENTER.COM/HOME.ASPX, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,82,0, , , ,HAL-060-061,ADULT CARE HOME
837,11597715,UNCLASSIFIED,SUNRISE AT EASTOVER,704-366-2550,3610 RANDOLPH ROAD, ,CHARLOTTE,NC,28211,1318,MECKLENBURG,37119, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,28233280,-80.811217,35.18858,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.SUNRISESENIORLIVING.COM/COMMUNITY/COMMUNITYHOME.DO?FROM_SEARCH=1&COMMID=379, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,104,0, , , ,HAL-060-033,ADULT CARE HOME
838,11559016,UNCLASSIFIED,LIBERTY NURSING AND REHABILITATION CENTER OF MECKLENBURG COUNTY,704-940-8300,3700 SHAMROCK DRIVE, ,CHARLOTTE,NC,28215,3218,MECKLENBURG,37119, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623110,NURSING HOMES,28226302,-80.7630648,35.2335495,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,289,0, , , ,NH0063,NURSING HOME
839,11597897,UNCLASSIFIED,SPRING ARBOR OF APEX,919-805-3861,901 SPRING ARBOR COURT, ,APEX,NC,27502,4951,WAKE,37183, , , , ,1262563200000,ALT REF,1262563200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,112127208,-78.8647368,35.7352583,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.SPRINGARBORLIVING.COM/LOCATIONS/APEX-NC.HTM, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,76,0, , , ,HAL-092-037,ADULT CARE HOME
840,11597838,UNCLASSIFIED,HAVEN IN THE HILLS,828-245-2998,2391 NC HIGHWAY 226, ,BOSTIC,NC,28018,7661,RUTHERFORD,37161, , , , ,1262217600000,ALT REF,1262217600000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,125101672,-81.750995,35.5169036,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,46,0, , , ,HAL-081-041,ADULT CARE HOME
841,11559129,UNCLASSIFIED,CARY HEALTH AND REHABILITATION CENTER,919-851-8000,6590 TRYON ROAD, ,CARY,NC,27518,7052,WAKE,37183, , , , ,1262217600000,ALT REF,1262217600000,MANUAL,623110,NURSING HOMES,17115837,-78.766192,35.7436838,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.CARYHEALTH.COM/, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,150,0, , , ,NH0511,NURSING HOME
842,11597891,UNCLASSIFIED,HEARTFIELDS ASSISTED LIVING AT CARY,919-852-5757,1050 CRESCENT GREEN DRIVE, ,CARY,NC,27518,8100,WAKE,37183, , , , ,1262563200000,ALT REF,1262563200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,17116650,-78.7794881,35.733394,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://HEARTFIELDSATCARY.COM/, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,97,0, , , ,HAL-092-089,ADULT CARE HOME
843,11597843,UNCLASSIFIED,RESTWELL HOME,828-287-4042,401 UNITED STATES HIGHWAY 221 SOUTH, ,RUTHERFORDTON,NC,28139, ,RUTHERFORD,37161, , , , ,1262217600000,ALT REF,1262217600000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102400337,-81.9587302,35.3331712,NAVTEQ,2009Q2,APPROXIMATE, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,20,0, , , ,HAL-081-007,ADULT CARE HOME
844,11558783,UNCLASSIFIED,GLENAIRE,919-460-8095,4000 GLENAIRE CIRCLE, ,CARY,NC,27511,3884,WAKE,37183, , , , ,1262563200000,ALT REF,1262563200000,MANUAL,623110,NURSING HOMES,109882289,-78.7865601,35.7761472,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.GLENAIRE.ORG, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,80,0, , , ,NH0549,NURSING HOME
845,11597930,UNCLASSIFIED,APPLEWOOD ASSISTED LIVING LIMITED LIABILITY COMPANY,252-236-4085,416 NORTH PARKER STREET, ,ELM CITY,NC,27822,9217,WILSON,37195, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102409432,-77.8605957,35.8108917,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,60,0, , , ,HAL-098-019,ADULT CARE HOME
846,11559152,UNCLASSIFIED,VILLAGES OF WILKES SKILLED CARE,336-667-2020,204 OLD BRICKYARD ROAD, ,NORTH WILKESBORO,NC,28659,8971,WILKES,37193, , , , ,1262217600000,PHONE,1262217600000,MANUAL,623110,NURSING HOMES,125071127,-81.171708,36.1578395,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.VILLAGESOFWILKES.COM/CONTACT.HTML, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,130,0, , , ,NH0509,NURSING HOME
847,11597931,UNCLASSIFIED,PARKWOOD VILLAGE,252-237-9050,1730 PARKWOOD BOULEVARD WEST, ,WILSON,NC,27893,3564,WILSON,37195, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102530076,-77.94042,35.7254588,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.PARKWOODVILLAGEWILSON.COM/CONTACT.ASP, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,70,0, , , ,HAL-098-018,ADULT CARE HOME
848,11597885,UNCLASSIFIED,CAROLINA HOUSE OF WAKE FOREST,919-562-8400,611 SOUTH BROOKS STREET, ,WAKE FOREST,NC,27587,2978,WAKE,37183, , , , ,1262217600000,ALT REF,1262217600000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,112129690,-78.5096175,35.9705778,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.BROOKDALELIVING.COM/CAROLINA-HOUSE-OF-WAKE-FOREST.ASPX, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,70,0, , , ,HAL-092-032,ADULT CARE HOME
849,11597915,UNCLASSIFIED,COUNTRYSIDE LIVING INCORPORATED,919-242-6369,5383 UNITED STATES HIGHWAY 117 NORTH, ,PIKEVILLE,NC,27863, ,WAYNE,37191, , , , ,1262217600000,ALT REF,1262217600000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,124742651,-77.9822985,35.5065131,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,40,0, , , ,HAL-096-018,ADULT CARE HOME
850,11597923,UNCLASSIFIED,THE PINES AT GOLDSBORO,919-735-5117,380 COUNTRY DAY ROAD, ,GOLDSBORO,NC,27530,8857,WAYNE,37191, , , , ,1258416000000,ALT REF,1258416000000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,118898322,-77.9664594,35.4092555,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.EMERITUS.COM/LOCATIONS/NORTH-CAROLINA/GOLDSBORO/COMMUNITY-116/,2505770,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,104,0, , , ,HAL-096-026,ADULT CARE HOME
851,11597918,UNCLASSIFIED,GOLDSBORO ASSISTED LIVING AND ALZHEIMER'S CARE,919-735-7684,2201 ROYALL AVENUE, ,GOLDSBORO,NC,27534,7409,WAYNE,37191, , , , ,1262217600000,ALT REF,1262217600000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,749277187,-77.9576574,35.3888817,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.GOLDSBOROASSISTEDLIVING.COM/, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,56,0, , , ,HAL-096-031,ADULT CARE HOME
852,11597916,UNCLASSIFIED,FREMONT REST CENTER,919-242-6161,300 SOUTH VANCE STREET, ,FREMONT,NC,27830, ,WAYNE,37191, , , , ,1262217600000,ALT REF,1262217600000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102582841,-77.9730251,35.5401199,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,50,0, , , ,HAL-096-024,ADULT CARE HOME
853,11597927,UNCLASSIFIED,WOODARD'S RETIREMENT VILLAGE,919-731-2855,1019 ROYALL AVENUE, ,GOLDSBORO,NC,27534,2500,WAYNE,37191, , , , ,1262217600000,ALT REF,1262217600000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102618806,-77.9769052,35.3907249,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,60,0, , , ,HAL-096-009,ADULT CARE HOME
854,11597895,UNCLASSIFIED,MORNINGSIDE OF RALEIGH,919-828-5557,801 DIXIE TRAIL, ,RALEIGH,NC,27607,4156,WAKE,37183, , , , ,1262563200000,ALT REF,1262563200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,17107312,-78.6771145,35.8004917,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.MORNINGSIDEOFRALEIGH.COM/, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,110,0, , , ,HAL-092-088,ADULT CARE HOME
855,11597902,UNCLASSIFIED,THE COVINGTON,919-791-1981,4510 DURALEIGH ROAD, ,RALEIGH,NC,27612,3534,WAKE,37183, , , , ,1262563200000,ALT REF,1262563200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,17103271,-78.7133212,35.8390184,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://LNWEB02.CO.WAKE.NC.US/DHS/ACTH.NSF/WEBFACILITYVIEW!OPENVIEW&CLICK=05256B5000034031.11889D576D10D18D852570AD0009254A/$BODY/0.9B6, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,120,0, , , ,HAL-092-121,ADULT CARE HOME
856,11597907,UNCLASSIFIED,YARBOROUGH ONEAL VILLA,919-269-6061,551 PONY ROAD, ,ZEBULON,NC,27597,2572,WAKE,37183, , , , ,1262563200000,ALT REF,1262563200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,109898077,-78.3321169,35.8168378,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,60,0, , , ,HAL-092-143,ADULT CARE HOME
857,11597938,UNCLASSIFIED,YANCEY HOUSE,828-678-9200,44 COOPER LANE, ,BURNSVILLE,NC,28714,2959,YANCEY,37199, , , , ,1262217600000,PHONE,1262217600000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,125306192,-82.3132001,35.9176375,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.YANCEYHOUSE.NET/, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,70,0, , , ,HAL-100-003,ADULT CARE HOME
858,11597937,UNCLASSIFIED,MOUNTAIN MANOR ASSISTED LIVING,828-682-3417,270 LOVE FOX ROAD, ,BURNSVILLE,NC,28714,9109,YANCEY,37199, , , , ,1262217600000,PHONE,1262217600000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,125306188,-82.317137,35.9162344,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.MOUNTAINMANORASSISTEDLIVING.COM/MOUNTAINMANOR.HTM, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,29,0, , , ,HAL-100-002,ADULT CARE HOME
859,11581763,UNCLASSIFIED,WAKEMED ZEBULON-WENDELL OUTPATIENT AND SKILLED NURSING FACILITY,919-350-4700,535 WEST GANNON AVENUE, ,ZEBULON,NC,27597,2509,WAKE,37183, , , , ,1262649600000,PHONE,1262649600000,MANUAL,623110,NURSING HOMES,127882177,-78.3267881,35.8191887,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.WAKEMED.ORG/LANDING.CFM?ID=56&OTOPID=56, ,USDHHS,NURSING FACILITIES,0,0,19,0,NON-PROFIT, ,345469, ,NURSING HOME
860,11597928,UNCLASSIFIED,VILLAGES OF WILKES TRADITIONAL LIVING,336-667-2211,206 OLD BRICKYARD ROAD, ,NORTH WILKESBORO,NC,28659,8971,WILKES,37193, , , , ,1262217600000,PHONE,1262217600000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102917115,-81.1734569,36.1563698,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.VILLAGESOFWILKES.COM/, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,72,0, , , ,HAL-097-010,ADULT CARE HOME
861,11597933,UNCLASSIFIED,WILSON ASSISTED LIVING,252-243-3186,3501 SENIOR VILLAGE LANE NORTHWEST, ,WILSON,NC,27896,9618,WILSON,37195, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102522758,-77.9542897,35.7566221,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,88,0, , , ,HAL-098-027,ADULT CARE HOME
