"","Facility_Type","Facility_Number","Facility_Name","Licensee","Facility_Administrator","Facility_Address","Facility_City","Facility_State","Facility_Zip","County_Name","Regional_Office","Facility_Capacity","Facility_Status","License_First_Date","lon.x","lat.x"
"5641","RESIDENTIAL CARE ELDERLY",306002925,"ROZA CARE","CIOLAC, DELIA","DELIA R. CIOLAC","1538 SEVILLE STREET, ORANGE","PLACENTIA","CA",92870,"ORANGE",22,6,"LICENSED","8/1/2005",-117.8528239,33.8907674
"5642","RESIDENTIAL CARE ELDERLY",197607080,"RTJ HOME SWEET HOME","RTJ HOME SWEET HOME, INC.","ROSALINDA GALO","6023 W. AVENUE L-12, LOS ANGELES","LANCASTER","CA",93536,"LOS ANGELES",31,6,"LICENSED","7/30/2007",-118.2370838,34.6495002
"5643","RESIDENTIAL CARE ELDERLY",197609089,"RUMI SUNRISE","RUMI SUNRISE LLC","MIRABADI,FARAH","4345 ALLOTT AVENUE, LOS ANGELES","SHERMAN OAKS","CA",91423,"LOS ANGELES",31,6,"LICENSED","4/27/2017",-118.4283039,34.1488966
"5644","RESIDENTIAL CARE ELDERLY",392700496,"RUTH'S LOVING CARE HOME","JONES, LUCY CATHY","JONES, LUCY C","1625 GLORIA CIR, SAN JOAQUIN","TRACY","CA",95377,"SAN JOAQUIN",27,4,"LICENSED","9/10/2019",-121.4758562,37.7442145
"5645","RESIDENTIAL CARE ELDERLY",15601307,"RUUS HOME-RCFE","HAYWARD HOLY INFANT RESIDENTIAL CARE FACILITY INC.","JUGARAP, SIMPORIANA P.","28269 RUUS ROAD, ALAMEDA","HAYWARD","CA",94544,"ALAMEDA",15,6,"LICENSED","10/17/2007",-122.068786,37.6300185
"5646","RESIDENTIAL CARE ELDERLY",331880563,"RWINS ELDERLY'S HAVEN","APAP ENTERPRISE LLC","PERGANTIS, ALICIA","4960 RED BLUFF RD, RIVERSIDE","RIVERSIDE","CA",92503,"RIVERSIDE",18,6,"LICENSED","10/10/2018",-117.4630029,33.9292792
"5647","RESIDENTIAL CARE ELDERLY",336427430,"RWINS HAVEN FOR THE ELDERLY","APAP ENTERPRISE LLC","PERGANTIS, ANGELO","4912 RED ROCK AVE, RIVERSIDE","RIVERSIDE","CA",92503,"RIVERSIDE",18,6,"LICENSED","11/18/2016",-117.4616895,33.9302778
"5648","RESIDENTIAL CARE ELDERLY",361800007,"RYAN'S HOME CARE","ROJAS & RODRIGUEZ CORP.","ROJAS, FRANKLIN","1682 COULSTON STREET, SAN BERNARDINO","LOMA LINDA","CA",92354,"SAN BERNARDINO",18,6,"LICENSED","11/27/2017",-117.2509624,34.0688374
"5649","RESIDENTIAL CARE ELDERLY",306005485,"RYAN'S OPEN ARMS","CHENG & CO LLC","CHENG, CHIN-WEN","6942 DRESDEN CIR, ORANGE","HUNTINGTON BEACH","CA",92647,"ORANGE",22,6,"LICENSED","7/31/2018",-118.0076169,33.7398928
"5650","RESIDENTIAL CARE ELDERLY",306005539,"RYYANN HOME CARE","RYYANN INC","CONSTANTINO, LORNA","25102 SOUTHPORT, ORANGE","LAGUNA HILLS","CA",92653,"ORANGE",22,6,"LICENSED","12/6/2018",-117.6948389,33.5971426
"5651","RESIDENTIAL CARE ELDERLY",565802442,"R&J RESIDENTIAL CARE HOME","CHRISTIAN RYAN CARINO","CARINO, CHRISTIAN RYAN","2160 HANCOCK PL, VENTURA","OXNARD","CA",93033,"VENTURA",31,4,"LICENSED","11/30/2017",-119.1495811,34.1790387
"5652","RESIDENTIAL CARE ELDERLY",486803643,"SABILE HOUSE OF CARE","HOUSE OF RUTH, LLC","SABILE, ROSAURO","388 VALLE VISTA AVENUE, SOLANO","VALLEJO","CA",94590,"SOLANO",21,6,"LICENSED","1/12/2017",-122.2449602,38.1199042
"5653","RESIDENTIAL CARE ELDERLY",405801500,"SACHELE SENIOR GUEST HOME III LLC","SACHELE SENIOR GUEST HOME III LLC","AURORA G. GALINATO","1758 7TH STREET, SAN LUIS OBISPO","LOS OSOS","CA",93402,"SAN LUIS OBISPO",29,6,"LICENSED","1/28/2008",-120.835134,35.3196046
"5654","RESIDENTIAL CARE ELDERLY",340308207,"SACRAMENTO GUEST HOME","MANGABAT, NORMINIO & GLADYS","MANGABAT, NORMINIO","2715 G ST., SACRAMENTO","SACRAMENTO","CA",95816,"SACRAMENTO",27,13,"LICENSED","8/14/1985",-121.4684571,38.5775454
"5655","RESIDENTIAL CARE ELDERLY",19200744,"SACRED HANDS LIVING","RAJWANT K. PANESAR","PANESAR, RAJWANT","2980 BLUMEN AVE, ALAMEDA","BRENTWOOD","CA",94513,"ALAMEDA",15,6,"LICENSED","1/18/2018",-121.714473,37.967403
"5656","RESIDENTIAL CARE ELDERLY",79200816,"SACRED HANDS LIVING II","PANESAR, RAJWANT K","PANESAR, RAJWANT K","3760 PINTAIL DR, CONTRA COSTA","ANTIOCH","CA",94509,"CONTRA COSTA",15,6,"LICENSED","11/20/2018",-121.849367,37.9818713
"5657","RESIDENTIAL CARE ELDERLY",79200895,"SACRED HANDS LIVING III","PANESAR, RAJWANT KAUR","PANESAR, RAJWANT KAUR","536 LAKE PARK CT, CONTRA COSTA","OAKLEY","CA",94561,"CONTRA COSTA",15,6,"LICENSED","8/15/2019",-121.6338583,37.984283
"5658","RESIDENTIAL CARE ELDERLY",331800065,"SACRED HEART-EDGEMONT","SACRED HEART ASST LIV; SACRED HEART-EDGEMONT LLC","MACIAS, EVELYN","37212 EDGEMONT DRIVE, RIVERSIDE","MURRIETA","CA",92563,"RIVERSIDE",18,6,"LICENSED","8/11/2017",-117.1061376,33.5804978
"5659","RESIDENTIAL CARE ELDERLY",331800064,"SACRED HEART-STOYVIEW","SACRED HEART ASST LIV; SACRED HEART-STOYVIEW LLC","MACIAS, EVELYN","37189 STOYVIEW CIRCLE, RIVERSIDE","MURRIETA","CA",92563,"RIVERSIDE",18,6,"LICENSED","8/14/2017",-117.1073326,33.5807828
"5660","RESIDENTIAL CARE ELDERLY",306004797,"SACRED HEART ASSISTED LIVING","SACRED HEART ASSISTED LIVING, INC.","EVELYN MACIAS","23911 VIA LA CORUNA, ORANGE","MISSION VIEJO","CA",92694,"ORANGE",22,6,"LICENSED","1/15/2016",-117.6603749,33.6154417
"5661","RESIDENTIAL CARE ELDERLY",570314689,"SACRED HEART CARE HOME FOR THE ELDERLY","DOYLE, LORNA","DOYLE, LORNA P.","605 CONNOR LANE, YOLO","WOODLAND","CA",95695,"YOLO",21,8,"LICENSED","5/3/1991",-121.7958235,38.6734157
"5662","RESIDENTIAL CARE ELDERLY",336402613,"SACRED HEART HOME FOR ELDERLY","TAGUM, NELIA TOLEDO","TAGUM, NELIA TOLEDO","291 WEST DALE STREET, RIVERSIDE","BEAUMONT","CA",92223,"RIVERSIDE",18,6,"LICENSED","10/15/1998",-116.9837935,33.9410486
"5663","RESIDENTIAL CARE ELDERLY",197801226,"SACRED HEART HOME I","JOVITA D. PENA","JOVITA D. PENA","16110 LEAR COURT, LOS ANGELES","VALINDA","CA",91744,"LOS ANGELES",28,6,"LICENSED","3/3/1997",-117.9339391,34.0387733
"5664","RESIDENTIAL CARE ELDERLY",306005755,"SACRED HEART SENIOR CARE","SACRED HEART SENIOR CARE, INC.","ALDIANO, ANNA LIZA I","25602 WILLOW BEND, ORANGE","LAKE FOREST","CA",92630,"ORANGE",22,6,"PENDING",NA,-117.6843173,33.6379516
"5665","RESIDENTIAL CARE ELDERLY",306002252,"SADDLEBACK FMJ II ELDERLY CARE HOME","JIMENEZ, JOSE L. & MARIA I.","MARIA OR JOSE JIMENEZ","26732 VIA LINARES, ORANGE","MISSION VIEJO","CA",92691,"ORANGE",22,5,"LICENSED","6/25/2004",-117.663675,33.6217049
"5666","RESIDENTIAL CARE ELDERLY",306003067,"SADDLEBACK FMJ III ELDERLY CARE HOME","JIMENEZ, MARIA I.","MARIA I. JIMENEZ","24252 GRASS STREET, ORANGE","LAKE FOREST","CA",92630,"ORANGE",22,6,"LICENSED","1/27/2006",-117.6941516,33.6104212
"5667","RESIDENTIAL CARE ELDERLY",306001399,"SADDLEBACK F.M.J. ELDERLY CARE HOME","JIMENEZ, FRANCISCO & JIMENEZ, MARIA","JIMENEZ, MARIA","25482 MAXIMUS, ORANGE","MISSION VIEJO","CA",92691,"ORANGE",22,6,"LICENSED","11/5/2001",-117.6858111,33.6026784
"5668","RESIDENTIAL CARE ELDERLY",79200893,"SAFE HARBOR","VIP RN, LLC.","POSTERNAK, VICTORIA","1200 MCEWING CT, CONTRA COSTA","CONCORD","CA",94521,"CONTRA COSTA",15,6,"LICENSED","5/20/2019",-122.006173,37.960212
"5669","RESIDENTIAL CARE ELDERLY",374604277,"SAFE HARBOR ELDER CARE","XENREX INVESTMENTS, INC.","RATHI, GAURAV","3301 LOMAS SERENAS DRIVE, SAN DIEGO","ESCONDIDO","CA",92029,"SAN DIEGO",8,6,"PENDING",NA,-117.0745814,33.0704945
"5670","RESIDENTIAL CARE ELDERLY",415601018,"SAFE HAVEN VILLA CARE HOME","THELMA Q. LLANES","THELMA LLANES","5670 JUDITH STREET, SAN MATEO","SAN JOSE","CA",95123,"SAN MATEO",14,6,"LICENSED","10/17/2017",-121.8247896,37.2496961
"5671","RESIDENTIAL CARE ELDERLY",486803436,"SAFE & LOVING SENIOR CARE","SAFE AND LOVING SENIOR CARE LLC","JOSEPH, LOVELY","1647 VANDENBERG CIRCLE, SOLANO","SUISUN CITY","CA",94585,"SOLANO",21,4,"LICENSED","10/18/2013",-121.9839676,38.2553599
"5672","RESIDENTIAL CARE ELDERLY",197609714,"SAFEWEY HOME FOR ELDERLY CARE","SAFEWEY HOME FOR ELDERLY CARE","ZARGARYAN, ANNETTE","8808 ENFIELD AVE, LOS ANGELES","NORTHRIDGE","CA",91325,"LOS ANGELES",31,6,"LICENSED","5/24/2019",-118.5241876,34.2304726
"5673","RESIDENTIAL CARE ELDERLY",157207097,"SAGE CARE HOMES","SAGE CARE HOME, LLC.","BERGSTROM, MERILYN","13519 NIGHT STAR LANE, KERN","BAKERSFIELD","CA",93314,"KERN",24,6,"LICENSED","4/4/2016",-119.1531245,35.410832
"5674","RESIDENTIAL CARE ELDERLY",374602667,"SAGE COTTAGE","WINTERS, KEVIN & KARI","WINTERS, KEVIN & KARI","16925B DEER HILL ESTATES, SAN DIEGO","LAKESIDE","CA",92040,"SAN DIEGO",8,5,"LICENSED","6/25/2008",-116.9616763,32.9500616
"5675","RESIDENTIAL CARE ELDERLY",374602480,"SAGE GARDEN AT RANCHO BERNARDO, THE","SAGE GARDEN AT RANCHO BERNARDO, LLC, THE","MARIA RINA CHANG","12295 FRONTERA RD, SAN DIEGO","SAN DIEGO","CA",92128,"SAN DIEGO",8,6,"LICENSED","7/25/2007",-117.0649045,33.0204932
"5676","RESIDENTIAL CARE ELDERLY",565802462,"SAGE MOUNTAIN SENIOR LIVING","SAGE MOUNTAIN SR. HOUSING PARTNERS; MILESTONE MGMT","JOSE COLLADO","3499 GRANDE VISTA DR, VENTURA","THOUSAND OAKS","CA",91320,"VENTURA",31,145,"LICENSED","11/8/2018",-118.952465,34.199162
"5677","RESIDENTIAL CARE ELDERLY",374603727,"SAGE VILLA","SAGE VILLA INC","CHANG, MARIA RINA","12285 FRONTERA ROAD, SAN DIEGO","SAN DIEGO","CA",92128,"SAN DIEGO",8,6,"LICENSED","1/27/2017",-117.0652263,33.020581
"5678","RESIDENTIAL CARE ELDERLY",385600423,"SAGEBROOK SENIOR LIVING AT SAN FRANCISCO","EDEN VILLA PROPERTY; ALTUMN SENIOR LIVING, LLC","ANGELA L BOUCHER-TURIN","2750 GEARY BLVD, SAN FRANCISCO","SAN FRANCISCO","CA",94118,"SAN FRANCISCO",14,111,"LICENSED","1/16/2018",-122.4487194,37.7825529
"5679","RESIDENTIAL CARE ELDERLY",331880796,"SAGEWOOD RESIDENTIAL CARE","SAGEWOOD RESIDENTIAL CARE LLC","HUPP, TARA","40024 SAGEWOOD DRIVE, RIVERSIDE","PALM DESERT","CA",92260,"RIVERSIDE",18,6,"LICENSED","12/19/2019",-116.3869969,33.7568829
"5680","RESIDENTIAL CARE ELDERLY",306005768,"SAINT AGNES CARE","AGAPE COTTAGE FLORA LLC","ROSARIO, ROBERTO DEL","4931 CARTHAGE STREET, ORANGE","PLACENTIA","CA",92870,"ORANGE",22,6,"PENDING",NA,-117.8512443,33.8900084
"5681","RESIDENTIAL CARE ELDERLY",435294209,"SAINT ANTHONY'S CARE HOME FOR THE ELDERLY","CASTILLEJO, PRECIOSA M.","CASTILLEJO, EUGENE J.","3258 EVCO COURT, SANTA CLARA","SAN JOSE","CA",95127,"SANTA CLARA",26,6,"LICENSED","8/7/2006",-121.8338205,37.3790884
"5682","RESIDENTIAL CARE ELDERLY",306005478,"SAINT BENEDICT CARE LLC","SAINT BENEDICT CARE LLC","ALMIRANEZ, ULDARICO","8925 CANARY AVENUE, ORANGE","FOUNTAIN VALLEY","CA",92708,"ORANGE",22,6,"LICENSED","3/11/2019",-117.9727215,33.6909541
"5683","RESIDENTIAL CARE ELDERLY",197609793,"SAINT CLAIR ASSISTED LIVING","SAINT CLAIR ASSISTED LIVING","ANI MKRTCHYAN","6608 SAINT CLAIR AVE, LOS ANGELES","NORTH HOLLYWOOD","CA",91606,"LOS ANGELES",31,6,"LICENSED","10/14/2019",-118.399446,34.1906007
"5684","RESIDENTIAL CARE ELDERLY",340312955,"SAINT FRANCIS SENIOR RESIDENCE","AMERICAN HEALTH CARE INC.","CRUMMIE, BRIDGETTE","6254 66TH AVE., SACRAMENTO","SACRAMENTO","CA",95823,"SACRAMENTO",27,121,"LICENSED","7/5/1990",-121.4310868,38.4912301
"5685","RESIDENTIAL CARE ELDERLY",286801593,"SAINT HELENA HOME CARE","GUTIERREZ, MARIA JUANA","GUTIERREZ, MARIA JUANA","2011 OLIVE ST., NAPA","ST. HELENA","CA",94574,"NAPA",21,6,"LICENSED","8/16/2005",NA,NA
"5686","RESIDENTIAL CARE ELDERLY",306005627,"SAINT JUDE GUEST HOME","MARISON PINILI, INC","PINILI, MARISON","612 S PINE DRIVE, ORANGE","FULLERTON","CA",92833,"ORANGE",22,6,"LICENSED","9/26/2019",-117.9668534,33.8636687
"5687","RESIDENTIAL CARE ELDERLY",342700230,"SAINT MAE'S ELDERCARE","SAINT MAE'S ELDERCARE LLC","BYRD, ANDREA","9225 HARROGATE WAY, SACRAMENTO","ELK GROVE","CA",95758,"SACRAMENTO",27,6,"LICENSED","4/24/2018",-121.4126034,38.4205652
"5688","RESIDENTIAL CARE ELDERLY",75601427,"SAINT MARTHA CARE HOME","ALOHA GROUP OF COMPANIES, INC.","REYES, VIRGIL T.","1760 LANDANA DRIVE, CONTRA COSTA","CONCORD","CA",94519,"CONTRA COSTA",15,6,"LICENSED","7/11/2008",-121.9954064,37.979995
"5689","RESIDENTIAL CARE ELDERLY",496801881,"SAINT MARY HOMECARE","HABTU, ASTER","HABTU, ASTER","5039 PARKHURST DRIVE, SONOMA","SANTA ROSA","CA",95409,"SONOMA",21,4,"LICENSED","10/12/2006",-122.6593123,38.4767976
"5690","RESIDENTIAL CARE ELDERLY",216801999,"SAINT MICHAEL'S EXTENDED CARE","SAINT MICHAEL'S EXTENDED CARE, LLC","GARRISON, RIA","416 4TH STREET, MARIN","SAN RAFAEL","CA",94901,"MARIN",21,44,"LICENSED","5/16/2007",-122.5180522,37.9722012
"5691","RESIDENTIAL CARE ELDERLY",435202339,"SAINT MICHAEL RESIDENTIAL HOME","DEBBIE RUMOHR INOCENCIO","AGUILAR, DEBBIE R.","86 CASHEW BLOSSOM DR., SANTA CLARA","SAN JOSE","CA",95123,"SANTA CLARA",26,6,"LICENSED","4/2/2013",-121.815313,37.2575739
"5692","RESIDENTIAL CARE ELDERLY",197609842,"SAINT NICK ASSISTED LIVING","SAINT NICK ASSISTED LIVING","YEGEYAN, MARY","17177 SAN JOSE STREET, LOS ANGELES","GRANADA HILLS","CA",91344,"LOS ANGELES",31,6,"LICENSED","9/27/2019",-118.5081781,34.2615562
"5693","RESIDENTIAL CARE ELDERLY",317005394,"SAINT TROPEZ SENIOR CARE","HOBJILA, FLORINEL","HOBJILA, FLORINEL","245 SAINT TROPEZ LANE, PLACER","LINCOLN","CA",95648,"PLACER",27,6,"LICENSED","9/12/2014",-121.3278253,38.8876019
"5694","RESIDENTIAL CARE ELDERLY",415600836,"SAKURA GARDENS","SAKURA GARDENS, LLC","KITAMURA, HIRO/MOY, RON","2108 ISABELLE AVENUE, SAN MATEO","SAN MATEO","CA",94403,"SAN MATEO",14,6,"LICENSED","10/21/2011",-122.314782,37.5456699
"5695","RESIDENTIAL CARE ELDERLY",198602192,"SAKURA GARDENS AT LOS ANGELES","PACIFICA SL BOYLE LLC; NORTHSTAR SENIOR LIVING INC","KONISHI, DANIEL","325 S BOYLE AVE, LOS ANGELES","LOS ANGELES","CA",90033,"LOS ANGELES",28,177,"LICENSED","7/24/2017",-118.2199732,34.0444936
"5696","RESIDENTIAL CARE ELDERLY",435202531,"SAKURA GARDENS VILLA LLC","SAKURA GARDENS VILLA, LLC","KITAMURA, HIRO","531 N CENTRAL AVE, SANTA CLARA","CAMPBELL","CA",95008,"SANTA CLARA",26,15,"LICENSED","1/17/2017",-121.9438891,37.2948923
"5697","RESIDENTIAL CARE ELDERLY",366423605,"SALEM CHRISTIAN HOMES-YORBA HOME","SALEM CHRISTIAN HOMES INC.","MARGARET ZWART","12420 YORBA AVE, SAN BERNARDINO","CHINO","CA",91710,"SAN BERNARDINO",18,6,"LICENSED","10/29/2008",-117.7027713,34.0277532
"5698","RESIDENTIAL CARE ELDERLY",565800494,"SALLY'S RESIDENTIAL CARE HOME","SALLY MOJABI","KAYHAN MOJABI","928 CARISSA COURT, VENTURA","CAMARILLO","CA",93012,"VENTURA",31,6,"LICENSED","10/12/1999",-118.9842925,34.2265821
"5699","RESIDENTIAL CARE ELDERLY",565800706,"SALLY'S RESIDENTIAL CARE HOME, INC.","SALLY'S RESIDENTIAL CARE HOME, INC.","KAYHAN MOJABI","953 ANDANTE CT., VENTURA","CAMARILLO","CA",93012,"VENTURA",31,6,"LICENSED","10/24/2001",-118.9840424,34.2268255
"5700","RESIDENTIAL CARE ELDERLY",306005758,"SALOHA SENIOR CARE VILLA","SALOHA SENIOR CARE VILLA LLC","ALVARADO, MARY JEAN","3359 W ORANGE AVE, ORANGE","ANAHEIM","CA",92804,"ORANGE",22,6,"PENDING",NA,-118.0080415,33.8248684
"5701","RESIDENTIAL CARE ELDERLY",366423695,"SALVEREY CARE","MARIA V. SALE","MARIA V. SALE","939 E. BANYAN STREET, SAN BERNARDINO","ONTARIO","CA",91761,"SAN BERNARDINO",18,6,"LICENSED","11/20/2008",-117.6356688,34.028323
"5702","RESIDENTIAL CARE ELDERLY",306004176,"SAM'S HOMECARE","D & D HOMES, INC","JUHAYNA DIAZ","18900 SEABISCUIT RUN, ORANGE","YORBA LINDA","CA",92886,"ORANGE",22,6,"LICENSED","8/12/2010",-117.8041466,33.8997681
"5703","RESIDENTIAL CARE ELDERLY",216801666,"SAM'S HOUSE NORTH","JMB HOLDING, INC.","BARRY, ROSEMARY","39 CARRIE ST., MARIN","TOMALES","CA",94971,"MARIN",21,6,"LICENSED","7/29/2005",-96.9490339,32.9518444
"5704","RESIDENTIAL CARE ELDERLY",507002396,"SAMARITAN VILLAGE","HUGHSON SAMARITAN VILLAGE","RIKKI PEREZCHICA","7700 FOX ROAD, STANISLAUS","HUGHSON","CA",95326,"STANISLAUS",27,277,"LICENSED","9/9/2003",-120.8531244,37.6002079
"5705","RESIDENTIAL CARE ELDERLY",306004744,"SAN ANDRES","MOUSSA, KAMEL","KAMEL MOUSSA","24666 SAN ANDRES LN., ORANGE","MISSION VIEJO","CA",92691,"ORANGE",22,6,"LICENSED","4/29/2016",-117.6716039,33.6046579
"5706","RESIDENTIAL CARE ELDERLY",197608255,"SAN ANTONIO RESIDENTIAL FACILITY","CASA DE SORIANO, INC.","FRANCIS SORIANO","3013 S. VICTORIA AVENUE, LOS ANGELES","LOS ANGELES","CA",90018,"LOS ANGELES",28,6,"LICENSED","5/7/2012",-118.336644,34.027139
"5707","RESIDENTIAL CARE ELDERLY",415600841,"SAN BRUNO CARE HOME","SBCH, LLC","FORONDA-CAYABYAB, MARIE J","1382 WILLIAMS AVENUE, SAN MATEO","SAN BRUNO","CA",94066,"SAN MATEO",14,6,"LICENSED","2/16/2012",-122.4210433,37.6236839
"5708","RESIDENTIAL CARE ELDERLY",374601985,"SAN CARLOS CHATEAU","REDENTOR P. & MARIA VICTORIA J. SESE","REDENTOR P. SESE","6915 GLENFLORA AVE, SAN DIEGO","SAN DIEGO","CA",92119,"SAN DIEGO",8,6,"LICENSED","10/21/2004",-117.045963,32.8005268
"5709","RESIDENTIAL CARE ELDERLY",415600135,"SAN CARLOS ELMS","SAN CARLOS DEVELOPMENT CORPORATION","EVANS, SCOTT","707 ELM STREET, SAN MATEO","SAN CARLOS","CA",94070,"SAN MATEO",14,130,"LICENSED","6/4/1998",-122.3335502,37.5714632
"5710","RESIDENTIAL CARE ELDERLY",306005174,"SAN CLEMENTE CARE HOME","LUISITO CASTEN AND JOANNE R CASTEN","CASTEN, LUISITO","2927 BONANZA, ORANGE","SAN CLEMENTE","CA",92673,"ORANGE",22,6,"LICENSED","9/8/2017",-117.6296178,33.4754704
"5711","RESIDENTIAL CARE ELDERLY",306001485,"SAN CLEMENTE VILLAS BY THE SEA","SAN CLEMENTE VILLAS BY THE SEA,LTD;WEST BAY SRLVG","JANICE F MCALISTER","660 CAMINO DE LOS MARES, ORANGE","SAN CLEMENTE","CA",92673,"ORANGE",22,190,"LICENSED","10/10/2002",-117.648939,33.4562061
"5712","RESIDENTIAL CARE ELDERLY",197606747,"SAN DIMAS ADVENTIST HOME CARE","SAN DIMAS ADVENTIST HOME CARE","JASAIEL DE LEON","1136 N. SAN DIMAS AVENUE, LOS ANGELES","SAN DIMAS","CA",91773,"LOS ANGELES",28,6,"LICENSED","10/31/2006",-117.8068029,34.1226348
"5713","RESIDENTIAL CARE ELDERLY",191500609,"SAN DIMAS RETIREMENT CENTER","SAN DIMAS RETIREMENT CENTER, INC","FRANCESCA PECORARO","834 WEST ARROW HIGHWAY, LOS ANGELES","SAN DIMAS","CA",91773,"LOS ANGELES",28,343,"LICENSED","2/18/1988",-117.824072,34.1062379
"5714","RESIDENTIAL CARE ELDERLY",385600399,"SAN FRANCISCO RCFE","SAN FRANCISCO DEPARTMENT OF PUBLIC HEALTH","ADELA MORALES","887 POTRERO AVENUE, SAN FRANCISCO","SAN FRANCISCO","CA",94110,"SAN FRANCISCO",14,59,"LICENSED","9/8/2014",-122.4061541,37.7584193
"5715","RESIDENTIAL CARE ELDERLY",197803078,"SAN GABRIEL VALLEY TRAINING CENTER","SGVTCRF","HARMON, SUSANA","339 S. COVINA BLVD., LOS ANGELES","LA PUENTE","CA",91746,"LOS ANGELES",28,12,"LICENSED","10/19/2000",-118.0018608,34.0467621
"5716","RESIDENTIAL CARE ELDERLY",306005570,"SAN GIOVANNI BOSCO RESIDENTIAL CARE","JATO MANAGEMENT INC","JOAQUIN, ELIZABETH PRADAS","24596 DARDANIA AVE, ORANGE","MISSION VIEJO","CA",92691,"ORANGE",22,6,"LICENSED","7/31/2019",-117.6841384,33.6048753
"5717","RESIDENTIAL CARE ELDERLY",374601655,"SAN MARCOS COTTAGE","RIBICH, BILJANA","BILJANA RIBICH","1326 GRANITE ROAD, SAN DIEGO","SAN MARCOS","CA",92069,"SAN DIEGO",8,6,"LICENSED","1/9/2004",-117.1873845,33.1517416
"5718","RESIDENTIAL CARE ELDERLY",374602870,"SAN MARCOS VILLA","LUKE CORTEZ, CELIA","CELIA CORTEZ LUKE","3728 LINDA VISTA DRIVE, SAN DIEGO","SAN MARCOS","CA",92078,"SAN DIEGO",8,6,"LICENSED","9/14/2009",-117.2066345,33.1417662
"5719","RESIDENTIAL CARE ELDERLY",415600080,"SAN MATEO VILLA","VIDUCICH, ELIZABETH & LONCAR, VIOLET","VIDUCICH, ELIZABETH","1661 MCKINLEY STREET, SAN MATEO","SAN MATEO","CA",94402,"SAN MATEO",14,6,"LICENSED","5/2/1997",-122.3003429,37.5606941
"5720","RESIDENTIAL CARE ELDERLY",15600351,"SAN MIGUEL'S HOME FOR THE ELDERLY","SAN MIGUEL, PRECILLA & ROMEO","SAN MIGUEL, PRECILLA & ROM","35037 BEGONIA STREET, ALAMEDA","UNION CITY","CA",94587,"ALAMEDA",15,6,"LICENSED","8/9/1999",-122.0176364,37.5768853
"5721","RESIDENTIAL CARE ELDERLY",374602691,"SAN PASQUAL VILLA","RCF MANAGEMENT GROUP, LLC","SANDRA RADTKE","2092 HEIGHTS COURT, SAN DIEGO","ESCONDIDO","CA",92027,"SAN DIEGO",8,6,"LICENSED","5/29/2008",-117.0417561,33.1073893
"5722","RESIDENTIAL CARE ELDERLY",247209040,"SAN SIMEON BOARD AND CARE","ST.ANTHONY'S SENIOR CARE,LLC & DBA SAN SIMEON B&C","KALINGA, ADELINA","1437 SAN SIMEON COURT, MERCED","MERCED","CA",95348,"MERCED",24,6,"PENDING",NA,-120.5017115,37.3295021
"5723","RESIDENTIAL CARE ELDERLY",198201977,"SANCTUARY, THE","RAYMUNDO, CATHERINE","CATHERINE RAYMUNDO","21410 MADRONA AVENUE, LOS ANGELES","TORRANCE","CA",90503,"LOS ANGELES",11,6,"LICENSED","8/24/1998",-118.3445505,33.833821
"5724","RESIDENTIAL CARE ELDERLY",361880589,"SANDALWOOD MANOR","CALIFORNIA HOME CARE PARTNERS INC","DILLARD, JACQUELINE","7602 PURPLE SAGE CIR, SAN BERNARDINO","FONTANA","CA",92336,"SAN BERNARDINO",18,4,"LICENSED","7/25/2018",-117.4639205,34.115673
"5725","RESIDENTIAL CARE ELDERLY",415601030,"SANDPIPER COURT","SUMMIT CAPTIAL SENIOR HOUSING INC","IRENEO CUADRA","233 SANDPIPER COURT, SAN MATEO","FOSTER CITY","CA",94404,"SAN MATEO",14,6,"LICENSED","11/9/2018",-122.2612457,37.5693598
"5726","RESIDENTIAL CARE ELDERLY",45002565,"SANDY'S HELPING HANDS","JACOBIAN AND KIRK PARTNERS","ABELL, BRENDA","112 GRAND AVENUE, BUTTE","OROVILLE","CA",95965,"BUTTE",25,6,"LICENSED","4/28/2015",-112.5038073,46.0001121
"5727","RESIDENTIAL CARE ELDERLY",435200157,"SANDY'S RESIDENTIAL CARE HOME","ZIPAGAN, AZUCENA","ZIPAGAN, AZUCENA","550 TUSCARORA DRIVE, SANTA CLARA","SAN JOSE","CA",95123,"SANTA CLARA",26,6,"LICENSED","10/19/1995",-121.832308,37.2386381
"5728","RESIDENTIAL CARE ELDERLY",306005293,"SANDY CREEK CARE HOME","JOWEE CORPORATION","MEJIA, JONALYN","26442 SANDY CREEK, ORANGE","LAKE FOREST","CA",92630,"ORANGE",22,6,"LICENSED","7/18/2017",-117.6691749,33.6388114
"5729","RESIDENTIAL CARE ELDERLY",306005675,"SANDY CREEK CARE HOME II","JOWEE CORPORATION","MEJIA, JONALYN","21596 AUDUBON WAY, ORANGE","LAKE FOREST","CA",92630,"ORANGE",22,6,"LICENSED","11/6/2019",-117.6602374,33.6486766
"5730","RESIDENTIAL CARE ELDERLY",336425841,"SANDY LODGE CARE HOME","CGJ HOME CARE, INC.","FAVIE-RUTH JIMENO","25703 SANDY LODGE RD, RIVERSIDE","SUN CITY","CA",92586,"RIVERSIDE",18,6,"LICENSED","1/17/2013",-117.2111826,33.7130963
